carrying_cap,replicate,recip_pop_size,trans_pop_size
1000000000,93,796377488,196024322
1000000000,94,754599033,237860282
1000000000,95,756384342,235996389
1000000000,96,812081360,180314103
1000000000,97,739483392,252913637
1000000000,98,777783415,214629996
1000000000,99,835966680,156452695
1000000000,100,842922744,149477245
562341325.1903491,1,495302409,62780054
562341325.1903491,2,482266705,75809901
562341325.1903491,3,482800894,75244164
562341325.1903491,4,482771733,75278782
562341325.1903491,5,482485153,75590056
562341325.1903491,6,481098853,76980976
562341325.1903491,7,482923121,75142510
562341325.1903491,8,487130615,70928536
562341325.1903491,9,496854407,61220462
562341325.1903491,10,503931368,54186472
562341325.1903491,11,484049598,73996436
562341325.1903491,12,481992431,76107627
562341325.1903491,13,480054308,78039048
562341325.1903491,14,487383940,70701732
562341325.1903491,15,484050295,74002603
562341325.1903491,16,482689068,75365434
562341325.1903491,17,502413842,55676496
562341325.1903491,18,482571240,75514275
562341325.1903491,19,487405827,70691155
562341325.1903491,20,484619649,73436831
562341325.1903491,21,506747248,51318421
562341325.1903491,22,485057103,73052094
562341325.1903491,23,490365189,67731954
562341325.1903491,24,488013887,70084891
562341325.1903491,25,484153214,73949172
562341325.1903491,26,494587971,63481803
562341325.1903491,27,484551537,73542727
562341325.1903491,28,487219705,70876636
562341325.1903491,29,482094789,75962764
562341325.1903491,30,491395358,66690307
562341325.1903491,31,466783564,91317652
562341325.1903491,32,496576891,61495676
562341325.1903491,33,438799299,119276565
562341325.1903491,34,484550842,73568193
562341325.1903491,35,496811584,61332501
562341325.1903491,36,493865619,64236768
562341325.1903491,37,503173835,54953963
562341325.1903491,38,482081066,75985656
562341325.1903491,39,484013558,74067544
562341325.1903491,40,491666834,66426579
562341325.1903491,41,488046330,70034365
562341325.1903491,42,484741318,73334357
562341325.1903491,43,483338101,74790707
562341325.1903491,44,496551852,61544002
562341325.1903491,45,499944557,58168098
562341325.1903491,46,481505462,76584082
562341325.1903491,47,443725719,114390452
562341325.1903491,48,488632515,69416881
562341325.1903491,49,487964469,70124309
562341325.1903491,50,495751088,62390320
562341325.1903491,51,483620390,74459039
562341325.1903491,52,482811465,75276996
562341325.1903491,53,480372507,77695244
562341325.1903491,54,482208023,75845763
562341325.1903491,55,484139690,73894758
562341325.1903491,56,483292226,74796890
562341325.1903491,57,489244657,68844552
562341325.1903491,58,487951559,70128580
562341325.1903491,59,508131762,49961760
562341325.1903491,60,482656324,75409549
562341325.1903491,61,485029551,73068328
562341325.1903491,62,480922550,77203347
562341325.1903491,63,482722098,75365523
562341325.1903491,64,491217595,66850083
562341325.1903491,65,480788117,77284785
562341325.1903491,66,485687509,72391617
562341325.1903491,67,484803050,73291407
562341325.1903491,68,481509287,76592444
562341325.1903491,69,475944381,82136966
562341325.1903491,70,487433753,70644918
562341325.1903491,71,509919990,48159706
562341325.1903491,72,483951499,74127248
562341325.1903491,73,479693469,78380907
562341325.1903491,74,484497113,73557205
562341325.1903491,75,480099626,77989589
562341325.1903491,76,498041838,60039678
562341325.1903491,77,481947779,76079600
562341325.1903491,78,491291204,66734208
562341325.1903491,79,483529491,74526738
562341325.1903491,80,482547340,75560794
562341325.1903491,81,481795466,76257136
562341325.1903491,82,483431249,74642722
562341325.1903491,83,482570445,75456520
562341325.1903491,84,500816375,57256189
562341325.1903491,85,484757720,73342498
562341325.1903491,86,482101608,75962544
562341325.1903491,87,492767084,65302049
562341325.1903491,88,487472618,70601761
562341325.1903491,89,482687300,75370926
562341325.1903491,90,481673427,76374368
562341325.1903491,91,500990861,57112734
562341325.1903491,92,488984761,69070031
562341325.1903491,93,483077613,75013068
562341325.1903491,94,497700989,60424092
562341325.1903491,95,512964232,45057207
562341325.1903491,96,483298190,74792043
562341325.1903491,97,485832336,72220228
562341325.1903491,98,491389120,66681613
562341325.1903491,99,483287506,74792196
562341325.1903491,100,481724618,76345267
316227766.01683795,1,289918521,23927553
316227766.01683795,2,292272872,21534403
316227766.01683795,3,290702019,23091932
316227766.01683795,4,293104503,20720536
316227766.01683795,5,289956775,23857025
316227766.01683795,6,293371303,20478934
316227766.01683795,7,290200103,23687342
316227766.01683795,8,290960899,22851920
316227766.01683795,9,293478829,20394896
316227766.01683795,10,290208293,23632250
316227766.01683795,11,290205546,23672806
316227766.01683795,12,291406952,22432054
316227766.01683795,13,290429094,23397754
316227766.01683795,14,289410610,24412210
316227766.01683795,15,292881771,20917509
316227766.01683795,16,290973502,22860490
316227766.01683795,17,289744697,24068234
316227766.01683795,18,291355705,22482975
316227766.01683795,19,289950970,23866988
316227766.01683795,20,289787607,24053659
316227766.01683795,21,295483047,18368564
316227766.01683795,22,289816151,24030859
316227766.01683795,23,293943774,19895867
316227766.01683795,24,290252011,23571681
316227766.01683795,25,290897609,22928463
316227766.01683795,26,292770548,21029457
316227766.01683795,27,293171965,20630868
316227766.01683795,28,290941694,22899886
316227766.01683795,29,291578000,22235499
316227766.01683795,30,287579934,26240294
316227766.01683795,31,291718384,22128654
316227766.01683795,32,290961133,22832301
316227766.01683795,33,296919955,16902843
316227766.01683795,34,289816306,24023401
316227766.01683795,35,287889549,25900989
316227766.01683795,36,291925598,21881426
316227766.01683795,37,289945019,23840428
316227766.01683795,38,292066406,21757907
316227766.01683795,39,291358212,22462014
316227766.01683795,40,292231899,21594787
316227766.01683795,41,294454375,19360213
316227766.01683795,42,293885167,19945202
316227766.01683795,43,291486543,22349131
316227766.01683795,44,290376939,23447380
316227766.01683795,45,292677640,21173560
316227766.01683795,46,289595292,24215676
316227766.01683795,47,291088306,22733615
316227766.01683795,48,291916527,21955899
316227766.01683795,49,290109114,23709156
316227766.01683795,50,298558095,15240146
316227766.01683795,51,292135250,21694983
316227766.01683795,52,289410951,24431080
316227766.01683795,53,297820868,16024620
316227766.01683795,54,292649354,21174124
316227766.01683795,55,292144570,21663277
316227766.01683795,56,289763052,24061494
316227766.01683795,57,290299454,23529793
316227766.01683795,58,291445469,22392639
316227766.01683795,59,289708838,24123654
316227766.01683795,60,289980858,23847928
316227766.01683795,61,291241202,22597922
316227766.01683795,62,292747942,21054109
316227766.01683795,63,289420171,24387096
316227766.01683795,64,293124249,20682176
316227766.01683795,65,290225831,23611164
316227766.01683795,66,293491918,20321096
316227766.01683795,67,293244047,20576370
316227766.01683795,68,288289872,25526648
316227766.01683795,69,289992077,23833425
316227766.01683795,70,295917942,17890490
316227766.01683795,71,289887362,23942096
316227766.01683795,72,290310416,23504455
316227766.01683795,73,287874160,25962343
316227766.01683795,74,287414995,26394082
316227766.01683795,75,290261606,23586412
316227766.01683795,76,290642454,23186473
316227766.01683795,77,290224286,23587380
316227766.01683795,78,289844539,23969145
316227766.01683795,79,290463100,23343399
316227766.01683795,80,291453463,22352873
316227766.01683795,81,290545125,23294210
316227766.01683795,82,289630101,24202846
316227766.01683795,83,289755231,24044813
316227766.01683795,84,289859063,23978864
316227766.01683795,85,290128179,23715620
316227766.01683795,86,290750476,23071222
316227766.01683795,87,289664898,24150137
316227766.01683795,88,293503422,20328017
316227766.01683795,89,294410150,19429019
316227766.01683795,90,290112377,23778438
316227766.01683795,91,293894092,19906859
316227766.01683795,92,291346467,22474441
316227766.01683795,93,289991821,23822871
316227766.01683795,94,290006476,23855416
316227766.01683795,95,292575721,21258948
316227766.01683795,96,291214159,22622889
316227766.01683795,97,289817798,24023365
316227766.01683795,98,291475248,22385818
316227766.01683795,99,292470932,21356158
316227766.01683795,100,295000647,18825268
177827941.00389227,1,169030020,7436193
177827941.00389227,2,169786638,6696352
177827941.00389227,3,169737975,6734026
177827941.00389227,4,169214651,7276168
177827941.00389227,5,169281223,7223090
177827941.00389227,6,169891925,6600826
177827941.00389227,7,156651260,19845543
177827941.00389227,8,169163193,7332221
177827941.00389227,9,168995975,7486558
177827941.00389227,10,169189284,7284526
177827941.00389227,11,169535077,6961638
177827941.00389227,12,169428777,7055059
177827941.00389227,13,169044108,7436293
177827941.00389227,14,170314108,6164498
177827941.00389227,15,169158326,7326196
177827941.00389227,16,169456558,7025570
177827941.00389227,17,168784591,7666626
177827941.00389227,18,168864766,7597370
177827941.00389227,19,168859714,7623269
177827941.00389227,20,170953969,5536149
177827941.00389227,21,168995568,7493621
177827941.00389227,22,168978390,7505575
177827941.00389227,23,169265357,7204105
177827941.00389227,24,169071253,7406811
177827941.00389227,25,169952354,6563174
177827941.00389227,26,170538752,5941803
177827941.00389227,27,169433299,7058417
177827941.00389227,28,170483531,5975515
177827941.00389227,29,169444723,7051221
177827941.00389227,30,170068779,6397256
177827941.00389227,31,168774878,7703791
177827941.00389227,32,168107396,8372482
177827941.00389227,33,169626060,6854098
177827941.00389227,34,169712815,6782468
177827941.00389227,35,170006667,6472746
177827941.00389227,36,171089483,5388805
177827941.00389227,37,171515893,4964347
177827941.00389227,38,169700217,6806988
177827941.00389227,39,169416003,7055450
177827941.00389227,40,169738475,6750868
177827941.00389227,41,169648892,6832046
177827941.00389227,42,168946613,7543054
177827941.00389227,43,168889830,7610901
177827941.00389227,44,169814975,6670857
177827941.00389227,45,164725943,11748976
177827941.00389227,46,168915361,7572360
177827941.00389227,47,169356496,7137231
177827941.00389227,48,168918490,7584420
177827941.00389227,49,169353886,7129518
177827941.00389227,50,168544296,7932550
177827941.00389227,51,169362558,7119825
177827941.00389227,52,169371515,7111505
177827941.00389227,53,168788737,7717448
177827941.00389227,54,169039324,7447851
177827941.00389227,55,169994653,6488982
177827941.00389227,56,169316355,7183999
177827941.00389227,57,171238000,5248486
177827941.00389227,58,169244276,7220672
177827941.00389227,59,168639936,7815075
177827941.00389227,60,169252488,7236753
177827941.00389227,61,171087105,5407433
177827941.00389227,62,169045164,7414155
177827941.00389227,63,169597891,6892991
177827941.00389227,64,171038723,5466917
177827941.00389227,65,169018364,7457840
177827941.00389227,66,168797540,7674815
