replicate,time_CFU_trans,time_CFU_recip,Even_trans,prop_trans,ratio_trans,Even_recip,prop_recip,ratio_recip,trans_pop_size,recip_pop_size,carrying_cap
72,0.647667545625917,0.574011486447489,0.991295624825184,1,1.00250461592395,0.16515743244433,0.666666666666667,5.05482893019104,9761863924,162225956,10000000000
73,1.28634183254095,1.24910318047891,0.752224848959899,1,1.90965761262431,0,0.333333333333333,NA,9742712078,181493989,10000000000
74,1.52074303852894,1.45550896061066,0.98120995519025,1,1.01445090362624,0,0.333333333333333,NA,9657774272,266590560,10000000000
75,1.39642338470674,1.32912489169417,0.974400767420795,1,1.01528749698944,0.00109761366457506,0.666666666666667,910.067374864675,9674690139,249737145,10000000000
76,1.65119989755043,1.58369825779426,0.975943974264196,1,1.00924352485328,0.0140901625413838,1,72.0636216274648,9631370017,292733810,10000000000
77,0.722092110567493,0.658438605915257,0.941380113685306,1,1.17112315489978,0,0.333333333333333,NA,9763639008,160544082,10000000000
78,0.730558390968023,0.669685499893408,0.945884479381441,1,1.00022134100365,0,0.333333333333333,NA,9765815610,158370683,10000000000
79,0.723136847132438,0.657351586151743,0.959458509955238,1,1.11983972722603,8.65389942579453e-4,0.666666666666667,1154.54844214992,9761243956,162816659,10000000000
80,1.58873530619712,1.51734836598952,0.987566929712775,1,1.01413214742435,0.230649563256212,0.666666666666667,3.3355815891538,9636538192,287675098,10000000000
81,1.74853424490481,1.69779522446533,0.87155556942895,1,1.25952133819328,0.015345009260795,0.666666666666667,64.1677677741713,9648043735,276129031,10000000000
82,1.18854758714219,1.11788037890454,0.975738733566837,1,1.0608163446912,0.419060427806243,0.666666666666667,1.38629069615316,9700566016,223737600,10000000000
83,0.614143909426403,0.549623366105137,0.973365354490202,1,1.05511859849299,0.00148242954916067,0.666666666666667,673.568312919923,9773341251,150870465,10000000000
84,0.525468262646733,0.45244335066887,0.97566953474028,1,1.04079255306647,0,0.333333333333333,NA,9774281549,149987374,10000000000
85,0.943540607212191,0.876806196761922,0.971557436176511,1,1.02350961957809,0.0417026623794698,0.666666666666667,22.979284365602,9736501336,187682838,10000000000
86,0.73153370205019,0.660521470131021,0.973326176528028,1,1.03226452870754,0,0.333333333333333,NA,9755919067,168240306,10000000000
87,0.831121947297227,0.761014437453922,0.983410494599533,1,1.00276303427376,0,0.333333333333333,NA,9745808837,178319144,10000000000
88,3.87637568081451,3.82292984773008,0.902253142697149,1,1.13504028779259,0,0.333333333333333,NA,8891391962,1032925944,10000000000
89,1.73607274827204,1.68277506040835,0.833429497811948,1,1.78760837844678,0,0.333333333333333,NA,9644193435,279931473,10000000000
90,2.03571221946827,1.96565454507135,0.961597659015488,1,1.04005669749633,0.378114866806809,0.666666666666667,1.64469897321158,9547865762,376221219,10000000000
91,1.32605225184228,1.25346779926864,0.977442798982393,1,1.04094179407032,0.146275300660484,0.666666666666667,5.83642416378331,9678371554,245827121,10000000000
92,1.33992192340428,1.2663443711745,0.990245823813563,1,1.02572715242644,0.476016488862021,0.666666666666667,1.10076756456616,9674845406,249392652,10000000000
93,0.642728766283196,0.576114266377255,0.954471994713106,1,1.18576814990422,0,0.333333333333333,NA,9767989399,156056981,10000000000
94,2.46504937208979,2.40217435562906,0.970025518660833,1,1.03688017490475,0,0.333333333333333,NA,9453738903,470382721,10000000000
95,0.684012347880429,0.617186666481687,0.958637240282038,1,1.05362732753217,0,0.333333333333333,NA,9764411484,159748175,10000000000
96,2.15682931649601,2.0886963685633,0.978734463815783,1,1.01689110136208,0.188772923657497,0.666666666666667,4.29736988030319,9523245354,401097658,10000000000
97,0.679005150036181,0.607703352843537,0.972807971217286,1,1.10376902457155,0,0.333333333333333,NA,9760969466,163160224,10000000000
98,0.533739173524868,0.462224336447356,0.981887642970685,1,1.04582509676385,9.73049388490743e-5,0.666666666666667,10275.970643302,9774570866,149632483,10000000000
99,0.998570946001423,0.931272020418301,0.958798658274794,1,1.11435702738288,0.160936451440166,1,5.22361017959149,9729336187,195066170,10000000000
100,0.654939694505039,0.590628682530874,0.925872418136172,1,1.1985524945994,0,0.333333333333333,NA,9769786906,154483037,10000000000
1,1.28794814652122,1.22007016031376,0.946315413999767,1,1.0436898310209,0.00833944673090481,0.666666666666667,118.912031609261,4803206995,777654482,5623413251.903491
2,2.13635069940296,2.051422287243,0.969236142666855,1,1.02142943337814,0,0.333333333333333,NA,4477011162,1103858606,5623413251.903491
3,0.702470759914693,0.617627118309658,0.987546260933009,1,1.01814412186498,0,0.333333333333333,NA,4888859911,691923758,5623413251.903491
4,1.1636133087655,1.08082061462931,0.963026518567026,1,1.12259166571673,0,0.333333333333333,NA,4781187493,799525093,5623413251.903491
5,1.24875025629997,1.16371183824547,0.9830316900879,1,1.00865598443322,0.0190519150866371,0.666666666666667,51.4881617124881,4751180647,829550346,5623413251.903491
6,1.54415188331467,1.50111744506005,0.757094145068688,1,1.54888292409406,0.00551104610154063,0.666666666666667,180.453753348286,4877896326,702765754,5623413251.903491
7,0.537457907166977,0.449398153446193,0.961649544561693,1,1.13305264707239,0,0.333333333333333,NA,4917841301,663077103,5623413251.903491
8,0.654510270279342,0.566456823150176,0.989876739490671,1,1.00326233137637,0,0.333333333333333,NA,4891215199,689545442,5623413251.903491
9,1.75299974088369,1.67833726607748,0.919640628121642,1,1.27358138315291,0,0.333333333333333,NA,4644515335,936269894,5623413251.903491
10,0.906602594407294,0.843050162583829,0.849420753907829,1,1.70472282618411,0,0.333333333333333,NA,4912845027,668045134,5623413251.903491
11,1.34567439661254,1.26187901176375,0.968837144089017,1,1.06416396168207,0,0.333333333333333,NA,4728418455,852409481,5623413251.903491
12,0.726133692118642,0.65892358232467,0.918449377839255,1,1.14892901238697,0,0.333333333333333,NA,4937417075,643291822,5623413251.903491
13,1.15402581542634,1.06602868136031,0.988410784320219,1,1.02072240405798,0,0.333333333333333,NA,4768013142,812781093,5623413251.903491
14,0.576486908821206,0.485514982320443,0.972566092612679,1,1.0856800799604,5.15430667600736e-4,0.666666666666667,1939.12514749022,4902566707,678141658,5623413251.903491
15,1.59042235703843,1.51100742712585,0.966452352426383,1,1.02460436327797,0.00281568738018922,0.666666666666667,354.153063879127,4673632351,907150555,5623413251.903491
16,0.599391747088028,0.509520606457936,0.986764362498336,1,1.00614139233918,0,0.333333333333333,NA,4899535137,681303199,5623413251.903491
17,0.88235861147066,0.812533225045149,0.89371262898647,1,1.4120044908976,0,0.333333333333333,NA,4893386038,687366582,5623413251.903491
18,0.618788022906519,0.527414454101974,0.991093601991285,1,1.02353129529662,0,0.333333333333333,NA,4892032442,688636303,5623413251.903491
19,1.27792554119077,1.20414796663564,0.909782888224093,1,1.25667435433319,0,0.333333333333333,NA,4781918587,799032639,5623413251.903491
20,0.623484967245088,0.534208525404137,0.988470446185871,1,1.00445252992344,0,0.333333333333333,NA,4895742042,685156218,5623413251.903491
21,0.768508587177514,0.690359633401139,0.962291389211287,1,1.1175016316884,0,0.333333333333333,NA,4891562806,689089074,5623413251.903491
22,0.522679411072215,0.425954657894655,0.997699708501681,1,1.0003179979276,0,0.333333333333333,NA,4903850233,677030153,5623413251.903491
23,1.3998043646664,1.31439842617442,0.987643865678725,1,1.00355483776071,0,0.333333333333333,NA,4707174441,873508047,5623413251.903491
24,0.894937028420889,0.799222869490692,0.991152521035663,1,1.02166408208503,0,0.333333333333333,NA,4816948968,763836630,5623413251.903491
25,5.04670565237337,4.98999712172,0.752245300106272,1,2.2931757089576,0,0.333333333333333,NA,3267193910,2313665913,5623413251.903491
26,1.44159840777957,1.35916472005233,0.982338028258818,1,1.04822111660841,0.0641743950224345,0.666666666666667,14.5825387937107,4705159021,875542047,5623413251.903491
27,0.71379762210503,0.623118784019203,0.98036737664221,1,1.04181505545414,0,0.333333333333333,NA,4871844154,708958082,5623413251.903491
28,1.0160324102066,0.938772732396607,0.956061663468414,1,1.05530201621354,0,0.333333333333333,NA,4835451281,745270213,5623413251.903491
29,0.660103617693189,0.571577314863659,0.995126460480158,1,1.00286345842259,0,0.333333333333333,NA,4889087333,691690805,5623413251.903491
30,0.710225840356515,0.626244582812549,0.966557188877159,1,1.04259918328103,0,0.333333333333333,NA,4889064431,691856382,5623413251.903491
31,0.676120530963621,0.589236236452828,0.974978413165057,1,1.08724869903748,0,0.333333333333333,NA,4888838125,691909859,5623413251.903491
32,1.28353951294065,1.20352642101056,0.963969948568454,1,1.10637102031885,0,0.333333333333333,NA,4757638643,823227794,5623413251.903491
33,0.879662674465471,0.812278655443235,0.888014432365592,1,1.42600120578428,0,0.333333333333333,NA,4903176236,677635713,5623413251.903491
34,1.13194878600624,1.04326992894959,0.992607225748194,1,1.00305433814136,0,0.333333333333333,NA,4772574291,808194943,5623413251.903491
35,0.673245935901916,0.580226527444063,0.983896931311114,1,1.04903822554718,0,0.333333333333333,NA,4876588381,704212706,5623413251.903491
36,1.53780770433338,1.47673367246194,0.829215246385659,1,1.75066295189147,0,0.333333333333333,NA,4771633629,809178999,5623413251.903491
37,0.587639075156213,0.522478483643684,0.862265940526601,1,1.56786012813267,0,0.333333333333333,NA,4973689289,607182730,5623413251.903491
38,1.55755894810788,1.47108026826243,0.979848226592404,1,1.01434365357522,3.85362697340019e-4,0.666666666666667,2593.95796272643,4659223803,921593995,5623413251.903491
39,0.914832382295144,0.828714662973148,0.980690870297435,1,1.02159440170958,0,0.333333333333333,NA,4833806759,747032535,5623413251.903491
40,0.636940948877451,0.569279125913524,0.910449458339217,1,1.33883214712562,0,0.333333333333333,NA,4953958641,626628881,5623413251.903491
41,1.11449020812252,1.04380275460707,0.914747643778057,1,1.34916541341666,0,0.333333333333333,NA,4836334794,744454368,5623413251.903491
42,0.972643160544173,0.888118313721447,0.965372092455592,1,1.09151638788514,1.26973618806314e-4,0.666666666666667,7874.65172514525,4823956644,756785298,5623413251.903491
43,1.05568838495075,0.982398371840253,0.916052452210348,1,1.31614331538798,0,0.333333333333333,NA,4839629388,741057185,5623413251.903491
44,0.63851441043085,0.548882740357005,0.979326621257812,1,1.02871471553355,0,0.333333333333333,NA,4891121069,689757624,5623413251.903491
45,0.917444944964494,0.835104887080722,0.956853559182715,1,1.09034640407535,0,0.333333333333333,NA,4843416700,737527386,5623413251.903491
46,0.578347136428484,0.486352058289145,0.978326809678345,1,1.06977993482475,0.00737511075112596,0.666666666666667,134.591184152364,4899579054,681373337,5623413251.903491
47,1.6663934052704,1.57602652258375,0.987495005543741,1,1.00188255239972,0,0.333333333333333,NA,4613630354,967092798,5623413251.903491
48,1.29493358055626,1.20194306419048,0.990556762140505,1,1.00538905783787,0,0.333333333333333,NA,4715654524,865232322,5623413251.903491
49,0.528119188306347,0.437014458085578,0.993230294943978,1,1.00831251275577,0,0.333333333333333,NA,4912404168,668349771,5623413251.903491
50,2.92242586581335,2.83356371828748,0.980383094885844,1,1.03324624989999,0.438586725794061,0.666666666666667,1.28005076576246,4150598469,1430319662,5623413251.903491
51,0.777651086819057,0.688837560457857,0.989084874868682,1,1.01972651081634,0,0.333333333333333,NA,4860635161,720159176,5623413251.903491
52,0.768402515531451,0.690489085735174,0.946572862622943,1,1.18560355868228,0.406191892112371,1,1.50344458343732,4892410552,688237265,5623413251.903491
53,2.03549856256658,1.94282985397679,0.988602326837167,1,1.00216900148858,0,0.333333333333333,NA,4484892861,1095964965,5623413251.903491
54,0.879788098946731,0.796225764310643,0.987372222274593,1,1.00778049995352,0,0.333333333333333,NA,4850087640,730696425,5623413251.903491
55,0.644067975373217,0.563390554686849,0.959358284615095,1,1.09817494471741,0,0.333333333333333,NA,4912713176,668092760,5623413251.903491
56,0.668548896456626,0.583077709586084,0.979720912470562,1,1.00101906912145,0,0.333333333333333,NA,4894323928,686491882,5623413251.903491
57,3.16896328706838,3.07871573338682,0.972904572709597,1,1.06832054595929,0,0.333333333333333,NA,4031668265,1549041802,5623413251.903491
58,1.70151761570703,1.60575864323556,0.989718042253473,1,1.00151023695842,0,0.333333333333333,NA,4586915141,993847657,5623413251.903491
59,2.14067574646584,2.05950843429624,0.969582003433726,1,1.09041251965724,0.00638721622482818,0.666666666666667,155.562728550326,4490282237,1090617915,5623413251.903491
60,0.691348348556351,0.608141521309433,0.974720181239366,1,1.0554738783549,0,0.333333333333333,NA,4894430435,686522004,5623413251.903491
61,0.6919846058178,0.60785111747886,0.96466524638337,1,1.13783356922831,0.0229189671789432,0.666666666666667,42.6319835964838,4891542895,689325671,5623413251.903491
62,3.39642906157681,3.30786171095717,0.974855745225729,1,1.05645009281096,0.370455413102434,0.666666666666667,1.69938018080328,3927989232,1652831607,5623413251.903491
63,1.93722924085323,1.86048197485044,0.932844038444919,1,1.23552374227551,0,0.333333333333333,NA,4576679462,1004262116,5623413251.903491
64,0.70536381321576,0.61655773042711,0.984742938938138,1,1.01023551543582,0,0.333333333333333,NA,4878046261,702772143,5623413251.903491
65,1.43332797547943,1.35591152240362,0.954996965474469,1,1.07843048707988,0,0.333333333333333,NA,4725893122,854816461,5623413251.903491
66,0.745387916565131,0.65275372078110006,0.983779753772289,1,1.03672887613746,0,0.333333333333333,NA,4859303422,721467771,5623413251.903491
67,0.627411176436642,0.543469373540345,0.981159173934931,1,1.05257025131349,9.82861971499105e-5,0.666666666666667,10173.3686193865,4907559503,673254649,5623413251.903491
68,2.63646300825928,2.54547861181034,0.981322708842831,1,1.05316946121849,0.523965328836201,1,1.44943548499339,4264244388,1316618404,5623413251.903491
69,1.38056799893734,1.29288688792505,0.982851443787569,1,1.01289852194327,0.0983870308884764,0.666666666666667,9.16394123259517,4707077455,873749317,5623413251.903491
70,1.08115396677848,1.00103028185425,0.944756536114888,1,1.23208521222688,0.0765313337139051,0.666666666666667,12.0665434858129,4810775622,770064333,5623413251.903491
71,0.749339603645856,0.664972093941126,0.971002264376653,1,1.08933001422293,0,0.333333333333333,NA,4878456793,702470547,5623413251.903491
72,2.80280614663997,2.72451520964028,0.931777109677664,1,1.22894435239456,0.383515580232053,0.666666666666667,1.60745599799344,4251935281,1328860737,5623413251.903491
73,0.923251469085947,0.839723008859901,0.957890640366835,1,1.12853819762938,0,0.333333333333333,NA,4838812854,741881584,5623413251.903491
74,1.77499599028946,1.68337601493853,0.992430184712189,1,1.00854511375652,0,0.333333333333333,NA,4575206926,1005533578,5623413251.903491
75,1.36130954679009,1.27793434252573,0.962474075919867,1,1.08179564772787,0,0.333333333333333,NA,4725863600,855016861,5623413251.903491
76,2.1976344976693998,2.10793592016929,0.979838259688808,1,1.01036128366987,0,0.333333333333333,NA,4436181564,1144766877,5623413251.903491
77,1.90983487828704,1.82051204975782,0.982695098168419,1,1.04789204305203,0,0.333333333333333,NA,4538216229,1042570590,5623413251.903491
78,2.6246372565193,2.58013263758168,0.774896637483089,1,1.41357224546035,0,0.333333333333333,NA,4567088139,1013751057,5623413251.903491
79,1.5409252961218,1.50305369159945,0.68031124823718,1,2.57109936143286,0,0.333333333333333,NA,4914341686,666492621,5623413251.903491
80,0.592662117985831,0.50673349303776,0.984246034400496,1,1.01209677170508,0,0.333333333333333,NA,4910265980,670622581,5623413251.903491
81,0.682339915483185,0.598434074334215,0.976213366450655,1,1.03510415502587,0,0.333333333333333,NA,4895004587,685771592,5623413251.903491
82,1.78302387255374,1.69186036065395,0.987241470700431,1,1.00936371233045,2.14565637176145e-4,0.666666666666667,4659.57852114823,4574453029,1006258849,5623413251.903491
83,0.632896756430427,0.540127923945125,0.993976702044508,1,1.00873442313844,0,0.333333333333333,NA,4885968930,694794237,5623413251.903491
84,1.19590676519638,1.11572116519399,0.94257910659097,1,1.15985410471955,0,0.333333333333333,NA,4780399126,800364647,5623413251.903491
85,0.704066107130807,0.608221608336729,0.991258377461888,1,1.01247576599473,0,0.333333333333333,NA,4862671182,718150933,5623413251.903491
86,0.643388332365156,0.55595108933107,0.973795276922275,1,1.02652486061322,0,0.333333333333333,NA,4894916524,685885489,5623413251.903491
87,0.621251732226666,0.534086257590191,0.979373330093686,1,1.0019477128802,0,0.333333333333333,NA,4901312013,679428735,5623413251.903491
88,1.75535302638908,1.67133602961131,0.97242616135649,1,1.0828029173311,0.495240737988601,0.666666666666667,1.0192199940204,4607223474,973452151,5623413251.903491
89,0.825140511106596,0.757797277370687,0.874433447886161,1,1.49848758936923,2.36400422770178e-4,0.666666666666667,4229.11087832332,4916018342,664661187,5623413251.903491
90,1.23516200076781,1.19813053699817,0.688208594181414,1,2.66581560642272,0,0.333333333333333,NA,4985151364,595730597,5623413251.903491
91,1.9772744201297,1.88779497856625,0.98691301228147,1,1.04733460626418,0,0.333333333333333,NA,4513768786,1067076309,5623413251.903491
92,1.94899404994124,1.86048069586244,0.9741657477779,1,1.0874228118187,0,0.333333333333333,NA,4527427747,1053491265,5623413251.903491
93,1.44194181813341,1.35204008274467,0.982451136002431,1,1.01037936749547,0,0.333333333333333,NA,4683316444,897610902,5623413251.903491
94,2.17944346581619,2.101200139023,0.94031424836992,1,1.14247327097574,0,0.333333333333333,NA,4488098762,1092774155,5623413251.903491
95,3.1706953454759,3.07723479690651,0.991706208515155,1,1.02501656618515,0,0.333333333333333,NA,4016718095,1564063122,5623413251.903491
96,2.02237368967099,1.9406244227939,0.978462549198816,1,1.02098799014118,0,0.333333333333333,NA,4528551076,1052207766,5623413251.903491
97,0.655378704567887,0.569904480774718,0.970537101209961,1,1.03152121864869,6.00984665765747e-4,0.666666666666667,1662.93596536448,4897123046,683739830,5623413251.903491
98,2.24732327390306,2.16737184651752,0.960099535671973,1,1.09660222002981,0,0.333333333333333,NA,4457376850,1123360896,5623413251.903491
99,0.812330732435509,0.724377719194759,0.986625274805377,1,1.01929641983288,0.00259127115035018,0.666666666666667,384.910984215151,4854605239,726329816,5623413251.903491
100,1.38306817884589,1.29668395146348,0.983078740147653,1,1.02505452056542,0,0.333333333333333,NA,4710827446,870068140,5623413251.903491
1,1.72585161443806,1.61335757512128,0.99259961794132,1,1.00778891533399,2.12653169851196e-4,0.666666666666667,4701.49279942222,1803793943,1334541594,3162277660.1683793
2,0.692896973647046,0.585354209211154,0.982041183282735,1,1.0233172886716,0,0.333333333333333,NA,2016656901,1121642498,3162277660.1683793
